cancer	gene_cls	datasource	term	overlap	p_value	adjusted_p_value	old_p_value	old_adjusted_p_value	odds_ratio	combined_score	genes	n_genes
LUAD	4	KEA_2015	HIPK2	3/14	1.560769871546783e-4	0.0668009505022023	0	0	27.649769585253456	242.35468659118013	CDKN1B;CREB1;STAT3	3
LUAD	4	KEA_2015	JAK2	3/34	0.002290518922220753	0.19606841974209646	0	0	11.385199240986719	69.21036299996422	CDKN1B;STAT3;CCR2	3
LUAD	4	KEA_2015	MAPK1	9/326	0.0010210277175014082	0.10924996577265068	0	0	3.5622402533148625	24.532954812926924	LYL1;CDKN1B;STAT3;CDC42EP2;MAPKAPK5;MYBL2;TOB1;WASF2;IER3	9
LUAD	4	KEA_2015	RPS6KA5	3/25	9.264257406888507e-4	0.13217007233827602	0	0	15.483870967741934	108.14209030937633	CREB1;STAT3;C9ORF78	3
LUAD	4	LINCS_L1000_Kinase_Perturbations_down	GABRB3_knockdown_96h_HCC515	11/300	2.2985871106218437e-5	0.08376051431105998	0	0	4.731182795698925	50.53201683258735	ATXN3;MCTP1;IST1;HSPA4;MXRA8;BNIP1;STAMBP;NTN1;NSL1;IER3;EPN2	11
LUAD	4	PPI_Hub_Proteins	CUL1	6/151	0.0011636155837333015	0.11199799993433027	0	0	5.127109591967528	34.639896972836134	CDKN1B;HSPA4;UBC;UBA3;HNRNPU;SKP1	6
LUAD	4	PPI_Hub_Proteins	NR3C1	7/209	0.0012423585201304537	0.09566160605004494	0	0	4.321654576323507	28.91508301591324	TSG101;CREB1;CDK5;UBC;STAT3;HNRNPU;ATP1B1	7
LUAD	4	PPI_Hub_Proteins	SGK1	6/135	6.49525565057465e-4	0.08335578084904134	0	0	5.734767025089606	42.08899418777241	CDKN1B;CREB1;CSDC2;EIF3I;UBC;C9ORF78	6
LUAD	4	PPI_Hub_Proteins	UBB	6/135	6.49525565057465e-4	0.12503367127356202	0	0	5.734767025089606	42.08899418777241	ATXN3;TSG101;CDKN1B;SMURF1;MYBL2;STAMBP	6
LUAD	4	Transcription_Factor_PPIs	BCOR	3/25	9.264257406888507e-4	0.03798345536824288	0	0	15.483870967741934	108.14209030937633	HSPA4;UBC;SKP1	3
LUAD	4	Transcription_Factor_PPIs	BHLHE40	3/26	0.0010413400903819888	0.037358075742453846	0	0	14.88833746898263	102.24188853872042	SETDB1;UBC;STAT3	3
LUAD	4	Transcription_Factor_PPIs	CEBPB	6/142	8.46356467266178e-4	0.04048405101756552	0	0	5.452067242162653	38.57103097317771	MED23;CREB1;UBC;STAT3;HOMER3;SKP1	6
LUAD	4	Transcription_Factor_PPIs	ERG	4/41	2.81108370377884e-4	0.040339051149226354	0	0	12.588512981904014	102.93337911276598	SETDB1;HSPA4;UBC;HNRNPU	4
LUAD	4	Transcription_Factor_PPIs	NR3C1	8/239	5.63791322876101e-4	0.0323616219330882	0	0	4.319071399649075	32.310223219680914	TSG101;CREB1;CDK5;HSPA4;UBC;STAT3;HNRNPU;ATP1B1	8
PAAD	1	GO_Biological_Process_2018	cellular protein localization (GO:0034613)	7/328	4.391262993587366e-5	0.0320123072232519	0	0	7.359125315391086	73.83637517854336	NAPA;SEC23IP;SNX17;RAB35;RAB18;TMED2;MESD	7
PAAD	1	GO_Biological_Process_2018	COPII vesicle coating (GO:0048208)	4/64	3.5530244753260065e-5	0.03626216779517723	0	0	21.551724137931036	220.80013489910385	NAPA;SEC23IP;TBC1D20;TMED2	4
PAAD	1	GO_Biological_Process_2018	COPII-coated vesicle budding (GO:0090114)	4/69	4.782471479423839e-5	0.03050618994937481	0	0	19.990004997501252	198.85993015861015	NAPA;SEC23IP;TBC1D20;TMED2	4
PAAD	1	GO_Biological_Process_2018	ER to Golgi vesicle-mediated transport (GO:0006888)	6/181	1.3850607875790853e-5	0.035339825995080364	0	0	11.43074871404077	127.87785981724441	NAPA;SEC23IP;TBC1D20;ZW10;RAB35;TMED2	6
PAAD	1	GO_Biological_Process_2018	protein transport (GO:0015031)	7/327	4.307177877387647e-5	0.03663254784718194	0	0	7.381630285774544	74.20489077405931	NAPA;SEC23IP;SNX17;RAB35;RAB18;TMED2;ABCD1	7
PAAD	1	KEGG_2019_Human	mRNA surveillance pathway	4/91	1.4101050744808744e-4	0.04343123629401093	0	0	15.157256536566884	134.3944850239368	UPF2;PPP2R3C;CASC3;SMG5	4
PAAD	1	LINCS_L1000_Kinase_Perturbations_down	EPHA2_knockdown_96h_MCF7	6/300	2.2775896810471315e-4	0.11856481139622496	0	0	6.8965517241379315	57.84291479745073	GON4L;BAG3;CEP350;METTL3;PPY;SMG5	6
PAAD	1	LINCS_L1000_Kinase_Perturbations_down	PAK1_knockdown_96h_PC3	5/300	0.0017574642952684072	0.17308648356643447	0	0	5.74712643678161	36.45909913863548	HSPA8;ZW10;CEP350;BNIP1;PPY	5
PAAD	1	LINCS_L1000_Kinase_Perturbations_down	PPARG_knockdown_96h_PC3	5/300	0.0017574642952684072	0.1685315761041599	0	0	5.74712643678161	36.45909913863548	BAG3;PPP2R3C;AATF;EXOSC2;SMG5	5
PAAD	1	LINCS_L1000_Kinase_Perturbations_down	TRPM5_knockdown_96h_HEPG2	6/300	2.2775896810471315e-4	0.16599073595471495	0	0	6.8965517241379315	57.84291479745073	HSPA8;PPP2R3C;ABI1;SCAP;TUBG2;SMG5	6
PAAD	1	LINCS_L1000_Kinase_Perturbations_down	TYRO3_knockdown_96h_HEPG2	6/300	2.2775896810471315e-4	0.13832561329559578	0	0	6.8965517241379315	57.84291479745073	KLHDC4;CEP350;DPF2;SDC1;THOC2;SMG5	6
PAAD	1	PPI_Hub_Proteins	HSPA1A	4/145	8.299151565709635e-4	0.15975866763991048	0	0	9.512485136741974	67.48334918808459	CDK9;HSPA8;BAG3;DNAJB11	4
PAAD	1	PPI_Hub_Proteins	SLC2A4	8/635	4.668373702573676e-4	0.17973238754908652	0	0	4.344284550638067	33.318618971518816	NAPA;HSPA8;C1QTNF5;DNAJB11;ABI1;BNIP1;RAB18;TMED2	8
PAAD	1	Reactome_2016	COPI-dependent Golgi-to-ER retrograde traffic_Homo sapiens_R-HSA-6811434	4/81	8.96899331875418e-5	0.02744511955538779	0	0	17.02852277564921	158.69139246932556	NAPA;ZW10;BNIP1;TMED2	4
PAAD	1	Reactome_2016	COPII (Coat Protein 2) Mediated Vesicle Transport_Homo sapiens_R-HSA-204005	4/68	4.514947116979267e-5	0.02302623029659426	0	0	20.28397565922921	202.95196736125342	NAPA;SEC23IP;TBC1D20;TMED2	4
PAAD	1	Reactome_2016	Golgi-to-ER retrograde transport_Homo sapiens_R-HSA-8856688	5/110	1.6684580697253346e-5	0.02552740846679762	0	0	15.673981191222571	172.42986797175456	NAPA;ZW10;BNIP1;RAB18;TMED2	5
PAAD	1	Reactome_2016	Membrane Trafficking_Homo sapiens_R-HSA-199991	8/420	2.705898388856659e-5	0.020700122674753442	0	0	6.568144499178983	69.080403850498	NAPA;HSPA8;SEC23IP;TBC1D20;ZW10;BNIP1;RAB18;TMED2	8
PAAD	1	Reactome_2016	Unfolded Protein Response (UPR)_Homo sapiens_R-HSA-381119	4/86	1.1325179986430041e-4	0.028879208965396603	0	0	16.038492381716118	145.72408822591683	EXOSC6;DNAJB11;EXOSC2;MBTPS2	4
PAAD	1	WikiPathways_2019_Human	Sterol Regulatory Element-Binding Proteins (SREBP) signalling WP1982	4/69	4.782471479423839e-5	0.022573265382880518	0	0	19.990004997501252	198.85993015861015	AMFR;SCAP;MBTPS2;FDFT1	4
PAAD	2	GO_Biological_Process_2018	nuclear-transcribed mRNA catabolic process (GO:0000956)	6/175	6.005785603176599e-6	0.0030647523933010185	0	0	13.186813186813188	158.54224992721433	RPL4;RPS9;NCBP2;RPL27A;RPL11;RPL14	6
PAAD	2	GO_Biological_Process_2018	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay (GO:0000184)	6/113	4.687821548472358e-7	7.973984453951481e-4	0	0	20.42205582028591	297.61322665092626	RPL4;RPS9;NCBP2;RPL27A;RPL11;RPL14	6
PAAD	2	GO_Biological_Process_2018	protein targeting to ER (GO:0045047)	5/98	5.518416201740594e-6	0.003128941986386917	0	0	19.623233908948198	237.58672799880716	RPL4;RPS9;RPL27A;RPL11;RPL14	5
PAAD	2	GO_Biological_Process_2018	rRNA metabolic process (GO:0016072)	6/201	1.3247727682491341e-5	0.004828796740268094	0	0	11.481056257175661	128.95160178989823	RPL4;RPS9;DDX49;RPL27A;RPL11;RPL14	6
PAAD	2	GO_Biological_Process_2018	rRNA processing (GO:0006364)	6/203	1.4013674704076073e-5	0.00476745213432668	0	0	11.367942402425161	127.0421781791921	RPL4;RPS9;DDX49;RPL27A;RPL11;RPL14	6
PAAD	2	KEGG_2019_Human	Glycosaminoglycan biosynthesis	3/53	3.5427612501826705e-4	0.05455852325281313	0	0	21.770682148040642	172.97751672077422	B4GALT3;B3GAT3;B4GALT7	3
PAAD	2	LINCS_L1000_Kinase_Perturbations_down	GPR158_knockdown_96h_PC3	5/300	0.0010722929510599186	0.1860683577934449	0	0	6.410256410256411	43.833051143743226	SNAPC2;B3GAT3;RPL11;SMC1A;B4GALT7	5
PAAD	2	LINCS_L1000_Kinase_Perturbations_down	MAPK12_knockdown_96h_PC3	5/300	0.0010722929510599186	0.17761070516647015	0	0	6.410256410256411	43.833051143743226	ELL;NCBP2;SMPD1;MED8;POLR2L	5
PAAD	2	LINCS_L1000_Kinase_Perturbations_down	MRGPRD_knockdown_96h_PC3	5/300	0.0010722929510599186	0.16988850059401492	0	0	6.410256410256411	43.833051143743226	SMPD1;MED8;SMC1A;B4GALT7;POLR2L	5
PAAD	2	LINCS_L1000_Kinase_Perturbations_down	PAK1_knockdown_96h_MCF7	5/300	0.0010722929510599186	0.19537177568311717	0	0	6.410256410256411	43.833051143743226	ACTR1A;SMPD1;KLHL7;MST1;MED8	5
PAAD	2	LINCS_L1000_Kinase_Perturbations_down	TYRO3_knockdown_96h_PC3	5/300	0.0010722929510599186	0.16280981306926431	0	0	6.410256410256411	43.833051143743226	NCBP2;SMPD1;MED8;B4GALT7;POLR2L	5
PAAD	2	PPI_Hub_Proteins	EIF2C1	5/174	8.783900944860453e-5	0.011272672879237583	0	0	11.052166224580018	103.2272862183434	RPL4;RPS9;RPL27A;RPL11;RPL14	5
PAAD	2	PPI_Hub_Proteins	GABARAPL2	7/539	4.64553017469439e-4	0.03577058234514681	0	0	4.9950049950049955	38.33384049665596	RPL4;RPS9;RPL11;RPL14;U2AF1;SMC1A;HSPE1	7
PAAD	2	PPI_Hub_Proteins	MAP1LC3A	6/383	4.589811223934494e-4	0.04417693303036951	0	0	6.025306286402892	46.31352566639453	RPL4;KHDRBS1;RPS9;RPL11;RPL14;CCT8	6
PAAD	2	PPI_Hub_Proteins	MAP3K14	5/166	7.031545801859043e-5	0.013535725668578658	0	0	11.584800741427248	110.77987600617128	RPL4;RPS9;RPL27A;RPL11;RPL14	5
PAAD	2	PPI_Hub_Proteins	POLR2A	5/165	6.833101599427027e-5	0.026307441157794056	0	0	11.655011655011656	111.78492750988325	EGLN2;ELL;SSRP1;GTF2F2;POLR2L	5
PAAD	2	Reactome_2016	Elongation arrest and recovery_Homo sapiens_R-HSA-112387	5/32	1.862096107621435e-8	2.191543880508304e-6	0	0	60.09615384615385	1069.650117257547	ELL;SSRP1;GTF2F2;NELFE;POLR2L	5
PAAD	2	Reactome_2016	Formation of RNA Pol II elongation complex_Homo sapiens_R-HSA-112382	6/44	1.5007438941584606e-9	3.280197368660635e-7	0	0	52.44755244755245	1065.592915506904	ELL;NCBP2;SSRP1;GTF2F2;NELFE;POLR2L	6
PAAD	2	Reactome_2016	Influenza Life Cycle_Homo sapiens_R-HSA-168255	7/136	5.965928916092164e-8	5.369336024482948e-6	0	0	19.79638009049774	329.30518045634375	RPL4;RPS9;RPL27A;RPL11;RPL14;GTF2F2;POLR2L	7
PAAD	2	Reactome_2016	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)_Homo sapiens_R-HSA-975957	6/106	3.20919114254027e-7	2.3381249752793396e-5	0	0	21.770682148040642	325.5169098567316	RPL4;RPS9;NCBP2;RPL27A;RPL11;RPL14	6
PAAD	2	Reactome_2016	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)_Homo sapiens_R-HSA-975956	6/89	1.1304888279493902e-7	9.103410035592459e-6	0	0	25.92912705272256	414.74793917032775	RPL4;RPS9;NCBP2;RPL27A;RPL11;RPL14	6
PAAD	2	Transcription_Factor_PPIs	POLR2A	6/239	3.515761072238073e-5	0.01009023427732327	0	0	9.65561635017702	99.02480954504992	EGLN2;ELL;SSRP1;SMC1A;GTF2F2;POLR2L	6
PAAD	2	WikiPathways_2019_Human	Cytoplasmic Ribosomal Proteins WP477	5/89	3.4328504416522106e-6	0.0016203054084598435	0	0	21.6076058772688	271.8694816195143	RPL4;RPS9;RPL27A;RPL11;RPL14	5
PAAD	3	GO_Biological_Process_2018	RNA methylation (GO:0001510)	3/50	1.9374001249454245e-4	0.09886552837596502	0	0	26.666666666666668	227.9731583859933	TRMT10C;MEPCE;TFB2M	3
PAAD	3	LINCS_L1000_Kinase_Perturbations_up	UTS2R_knockdown_96h_PC3	6/300	5.3952673510139743e-5	0.19660354227094923	0	0	8.88888888888889	87.3546961080565	MRPL2;SMARCA5;PPWD1;ABCC10;QRSL1;MRPL24	6
PAAD	3	Reactome_2016	Organelle biogenesis and maintenance_Homo sapiens_R-HSA-1852241	14/326	7.486560005531173e-15	2.290887361692539e-12	0	0	19.0865712338105	620.8034597635357	PTCD3;MRPS26;MRPS24;MRPS14;MRPS25;MRPS21;TFB2M;MRPL24;MRPL46;TUBA4A;MRPL55;MRPL22;MRPL44;MRPL2	14
PAAD	3	Transcription_Factor_PPIs	ILF2	4/184	7.694620316741019e-4	0.11041780154523362	0	0	9.66183574879227	69.27361301890627	MRPS26;MEPCE;MRPL24;MRPL55	4
PAAD	4	PPI_Hub_Proteins	HDAC1	6/346	8.274040649875026e-4	0.10618352167339616	0	0	5.419075144508669	38.46035435865452	TGIF1;PIAS3;PPA1;BNIP3;TAB2;SUDS3	6
PAAD	4	PPI_Hub_Proteins	SUMO1	6/198	4.0591112212525484e-5	0.015627578201822312	0	0	9.469696969696969	95.75721047672955	PIAS3;PTPN1;PTPRB;ALDH18A1;ZNF687;DCPS	6
PAAD	4	Transcription_Factor_PPIs	STAT3	5/246	0.0011414907741955356	0.16380392609705935	0	0	6.3516260162601625	43.03493504956539	PIAS3;PTPN1;SSSCA1;STAT6;LUC7L2	5
