cancer	dataset	target	num_cancer_samples	num_genes_detected	genes_detected
LUAD	MSK	MSK_IMPACT341	167	251	ABL1, AKT3, ALK, ALOX12B, APC, AR, ARAF, ARID1A, ARID1B, ARID2, ASXL2, ATM, ATR, ATRX, AXIN1, AXIN2, AXL, B2M, BAP1, BARD1, BBC3, BCL6, BCOR, BLM, BRAF, BRCA1, BRCA2, BRD4, BRIP1, BTK, CARD11, CASP8, CBFB, CBL, CCND2, CDC73, CDH1, CDK12, CDK8, CDKN2A, CDKN2C, CHEK1, CHEK2, CIC, CREBBP, CRLF2, CSF1R, CTCF, CTLA4, CTNNB1, CUL3, DAXX, DDR2, DICER1, DIS3, DNMT1, DNMT3A, DNMT3B, DOT1L, EGFR, EIF1AX, EP300, EPHA3, EPHA5, EPHB1, ERBB2, ERBB3, ERBB4, ERCC2, ERCC4, ERCC5, ERG, ESR1, ETV1, ETV6, EZH2, FANCA, FAT1, FBXW7, FGF19, FGF3, FGFR1, FGFR2, FGFR3, FH, FLT1, FLT3, FLT4, FOXA1, FOXL2, FOXP1, FUBP1, GATA1, GATA2, GATA3, GRIN2A, GSK3B, H3F3C, HGF, HIST1H1C, HIST1H2BD, HIST1H3B, HNF1A, HRAS, IDH1, IGF1, IGF1R, IGF2, IKBKE, IKZF1, IL7R, INPP4B, INSR, IRF4, IRS1, IRS2, JAK1, JAK2, JAK3, KDM5A, KDM5C, KDM6A, KDR, KEAP1, KIT, KLF4, KMT2A, KMT2C, KMT2D, KRAS, LATS1, LATS2, MAP2K4, MAP3K1, MAP3K13, MAX, MCL1, MDC1, MDM4, MED12, MET, MITF, MPL, MRE11A, MSH2, MSH6, MTOR, MUTYH, MYC, MYOD1, NCOR1, NF1, NF2, NFE2L2, NKX2-1, NOTCH1, NOTCH2, NOTCH3, NOTCH4, NPM1, NRAS, NSD1, NTRK1, NTRK2, NTRK3, PAK1, PAK7, PALB2, PARK2, PARP1, PBRM1, PDCD1, PDGFRA, PDGFRB, PIK3C2G, PIK3C3, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIM1, PLK2, PMS2, PNRC1, POLE, PPP2R1A, PTCH1, PTEN, PTPN11, PTPRD, PTPRS, PTPRT, RAD50, RARA, RASA1, RB1, RBM10, RECQL4, REL, RET, RFWD2, RICTOR, RNF43, ROS1, RPS6KA4, RPS6KB2, RPTOR, RUNX1, SDHA, SDHAF2, SDHB, SETD2, SF3B1, SH2D1A, SMAD2, SMAD3, SMAD4, SMARCA4, SMARCB1, SMO, SOX17, SOX2, SOX9, SPEN, SPOP, STAG2, STK11, SYK, TBX3, TERT, TET1, TET2, TGFBR1, TGFBR2, TOP1, TP53, TP63, TRAF7, TSC1, TSC2, TSHR, U2AF1, VHL, VTCN1, WT1, XIAP, XPO1, YAP1
LUAD	tsp	washu_broad_tsp_623	162	359	ABL1, ABL2, AC002472.13, ACVR1B, ACVR1C, ACVR2B, ACVRL1, ADRBK2, AIFM3, AKT1, AKT3, ALK, ANKK1, APC, ARAF, ATM, ATR, AURKA, AURKB, AXL, BAP1, BARD1, BAX, BCL3, BCL6, BMPR1A, BMPR1B, BMX, BRAF, BRCA1, BRCA2, BUB1, CACNA2D2, CAMKV, CASK, CBLB, CCNB3, CCNE1, CCNG1, CCNT2, CDC25A, CDC42BPA, CDC42BPG, CDH11, CDH4, CDK11A, CDK12, CDK13, CDK14, CDK15, CDK17, CDK5, CDK7, CDK9, CDKN2A, CDKN2B, CDKN2C, CHEK1, CNTN4, CNTN6, CROT, CSF1R, CTNNB1, CYB561D2, CYSLTR2, DDR1, DDR2, DMPK, DOCK3, EGFR, EIF4G1, EPHA1, EPHA2, EPHA3, EPHA4, EPHA5, EPHA6, EPHA7, EPHB1, EPHB4, EPHB6, EPHX1, ERAS, ERBB2, ERBB3, ERBB4, ERCC2, ERG, ETS1, FBXW7, FER, FES, FEZF2, FGFR1, FGFR2, FGFR4, FH, FLT1, FLT4, FNDC3A, FOS, FOXO3, FPGT-TNNI3K, FRK, FYN, GAK, GATA1, GCK, GNAS, GPC3, GRB14, GRB7, GRK7, GSK3A, GSK3B, HCK, HEMK1, HRAS, HTT, HYAL1, IFRD2, IGF1R, IKBKB, IKBKE, INHBA, INSR, INSRR, IRAK1, IRAK2, IRS1, ITK, JAG1, JAG2, JAK1, JAK2, JAK3, JUNB, JUP, KDR, KIT, KLF6, KLHL22, KMT2A, KRAS, KSR1, KSR2, LATS1, LATS2, LCK, LMTK2, LMTK3, LRP1B, LRRK1, LRRK2, LSMEM2, LTF, LTK, LZTR1, MAML1, MAML2, MAP2K5, MAP2K6, MAP3K10, MAP3K12, MAP3K15, MAP3K2, MAP3K3, MAP3K4, MAP3K6, MAP3K9, MAP4K1, MAP4K3, MAP4K4, MAPK4, MAPK6, MAPK7, MAPK8, MAST1, MAST2, MAST4, MASTL, MATK, MDM2, MECOM, MEN1, MERTK, MET, MINK1, MKNK1, MKNK2, MLK4, MLTK, MRAS, MSH6, MST1, MST1R, MST4, MUSK, MYB, MYBL2, MYC, MYCL, MYCN, MYO3A, MYO3B, NAT6, NF1, NF2, NLK, NOTCH1, NOTCH2, NOTCH3, NOTCH4, NPRL2, NRAS, NRK, NTRK1, NTRK2, NTRK3, P2RX6, PAK3, PAK4, PAK6, PAK7, PASK, PDGFRA, PDGFRB, PDK1, PHOX2B, PI4KA, PIK3C2A, PIK3C2B, PIK3C2G, PIK3C3, PIK3CA, PIK3CD, PIK3CG, PIK3R2, PIM2, PINX1, PKN2, PKN3, PLCG1, PLCG2, PRKACA, PRKACB, PRKAR1A, PRKCB, PRKCD, PRKCE, PRKCG, PRKCH, PRKCI, PRKCQ, PRKD1, PRKD3, PRKDC, PRKG1, PRKX, PTCH1, PTCH2, PTEN, PTK2, PTPN11, PTPRD, PTPRG, RAB43, RAB6C, RAF1, RALA, RALB, RANBP9, RAP2B, RAPGEF1, RASEF, RASSF2, RB1, RBL1, RBL2, RBM5, RCBTB2, RELA, RET, RHOB, RIN1, RIPK1, RIPK3, RIPK4, ROBO1, ROBO2, ROCK1, ROR2, RP4-806M20.3, RPS6KA1, RPS6KA4, RPS6KA6, RPSA, RPTOR, RYK, SEMA3F, SGK2, SHC1, SHC3, SKI, SLA, SLC38A3, SLC7A4, SMAD2, SMAD4, SMG1, SMO, SRC, SRMS, SRPK3, STAT2, STAT3, STAT5A, STAT5B, STAT6, STK10, STK11, STK24, STK3, STK32A, STK32C, STK36, STK38L, STRADB, STYK1, SYK, TAOK3, TEC, TEK, TERT, TFDP1, TGFBR1, TGFBR2, TNK2, TP53, TP63, TP73, TPTE, TRAIP, TSC1, TSC2, TSHR, TYK2, TYRO3, Unknown, VAV1, VAV2, VAV3, VEGFC, VHL, WT1, XRCC1, YES1, ZAP70, ZMYND10
LUAD	WAKE	WAKE_CA_NGSQ3	60	379	ABI1, ABL1, ABL2, ACKR3, ACSL3, ACSL6, AFF1, AFF4, AKAP9, AKT1, AKT2, AKT3, ALDH2, ALK, AMER1, APC, AR, ARAF, ARHGAP26, ARHGEF12, ARID1A, ARID2, ASPSCR1, ASXL1, ATIC, ATM, ATP2B3, ATR, ATRX, AXIN1, AXL, BAP1, BARD1, BCL11A, BCL11B, BCL3, BCL7A, BCL9, BCOR, BCORL1, BCR, BRAF, BRCA1, BRCA2, BRD3, BRIP1, BTK, BUB1B, C11orf30, CAMTA1, CANT1, CARD11, CARS, CASC5, CBFA2T3, CBFB, CBL, CBLC, CCND2, CCND3, CD79A, CD79B, CDC73, CDH1, CDH11, CDK12, CDKN1B, CDKN2A, CHEK1, CHEK2, CIC, CIITA, CLTC, CLTCL1, CNBP, CNOT3, CNTRL, COL1A1, COPB1, CREB3L1, CREB3L2, CREBBP, CRKL, CRTC1, CRTC3, CSF1R, CSF3R, CTLA4, CTNNA1, CTNNB1, DAXX, DDR2, DDX10, DICER1, DNMT3A, DOT1L, EBF1, ECT2L, EGFR, ELF4, ELL, ELN, EML4, EP300, EPHA3, EPHA5, EPHB1, EPS15, ERBB2, ERBB3, ERBB4, ERC1, ERCC4, ERCC5, ERG, ETV1, ETV5, ETV6, EXT1, EXT2, EZH2, FANCA, FANCC, FANCF, FAS, FCRL4, FGF10, FGF19, FGF23, FGF3, FGF4, FGFR2, FGFR4, FH, FHIT, FLI1, FLT1, FLT3, FLT4, FNBP1, FOXA1, FOXL2, FOXO1, FOXO4, FSTL3, FUS, GAS7, GATA1, GATA3, GMPS, GNA13, GNAS, GOLGA5, GPC3, GPR124, GRIN2A, HERPUD1, HEY1, HGF, HIP1, HNF1A, HOOK3, HOXA11, HOXC11, HOXD11, HSP90AA1, IDH1, IGF1R, IKBKE, IKZF1, IL21R, IL7R, INHBA, IRF4, IRS2, ITK, JAK2, JAK3, JAZF1, KAT6A, KAT6B, KDM5A, KDM6A, KDR, KDSR, KEAP1, KIAA1549, KLK2, KMT2A, KMT2C, KMT2D, KRAS, KTN1, LCP1, LGR5, LHFP, LIFR, LMO2, LRIG3, LRP1B, MAFB, MAML2, MAP2K1, MAP3K1, MAX, MDM2, MECOM, MED12, MEF2B, MET, MITF, MKL1, MLH1, MLLT1, MLLT10, MLLT3, MLLT4, MLLT6, MN1, MNX1, MPL, MSH2, MSH6, MTCP1, MTOR, MUC1, MYB, MYCN, MYH11, MYH9, NBN, NCKIPSD, NCOA1, NCOA2, NCOA4, NDRG1, NF1, NF2, NFE2L2, NFKBIA, NIN, NKX2-1, NOTCH1, NOTCH2, NR4A3, NSD1, NT5C2, NTRK1, NTRK2, NTRK3, NUMA1, NUP214, NUP98, NUTM1, OLIG2, OMD, P2RY8, PAK3, PALB2, PAX5, PAX7, PBRM1, PBX1, PCM1, PCSK7, PDCD1LG2, PDE4DIP, PDGFRA, PDGFRB, PER1, PHOX2B, PICALM, PIK3CA, PIK3CG, PIK3R1, PIK3R2, PIM1, PML, PMS1, PMS2, POLE, POT1, POU2AF1, PPARG, PRDM1, PRDM16, PRF1, PRKDC, PRRX1, PTCH1, PTEN, PTPRC, RABEP1, RAD21, RAD50, RAF1, RANBP17, RAP1GDS1, RARA, RB1, RBM15, RECQL4, RET, RHOH, RICTOR, RMI2, RNF213, RNF43, ROS1, RUNX1, RUNX1T1, SDC4, SDHD, SEPT5, SEPT9, SET, SETBP1, SETD2, SF3B1, SH2B3, SLC34A2, SMAD4, SMARCA4, SMARCE1, SMO, SNX29, SPECC1, SPEN, SRGAP3, SSX1, STAG2, STAT3, STAT5B, STIL, STK11, SYK, TAF15, TAL1, TBL1XR1, TCF3, TCF7L2, TCL1A, TERT, TET1, TET2, TFE3, TFG, TFRC, THRAP3, TNFAIP3, TNFRSF14, TOP1, TP53, TPM4, TPR, TRAF7, TRIM27, TRIM33, TRIP11, TRRAP, TSC1, TSC2, TSHR, U2AF1, UBR5, USP6, WAS, WHSC1, WHSC1L1, WISP3, WRN, WT1, XPC, ZBTB16, ZMYM2, ZNF331, ZNF384, ZNF521, ZNF703
LUAD	UHN	UHN_48_V1	58	22	APC, BRAF, CDKN2A, CTNNB1, EGFR, ERBB2, ERBB4, FGFR3, FLT3, GNA11, GNAS, HNF1A, IDH1, KIT, KRAS, NRAS, PDGFRA, PTEN, RB1, SMO, STK11, TP53
LUAD	WAKE	WAKE_CA_01	36	16	ATM, BRAF, BRCA1, BRCA2, CTNNB1, EGFR, FGFR2, GNAS, HRAS, KRAS, NRAS, PIK3CA, PTEN, SMO, STK11, TP53
LUAD	VICC	VICC_01_T7	32	152	ACVR1B, ALK, AMER1, APC, AR, ARID1A, ARID1B, ARID2, ATM, ATR, ATRX, AXIN1, AXL, BCL6, BCOR, BRCA1, BRCA2, BRIP1, BTG1, C11orf30, CARD11, CBL, CD79B, CDH1, CDK12, CDK4, CDKN2A, CEBPA, CHD4, CHEK1, CHEK2, CIC, CREBBP, CTCF, CTNNB1, DDR2, DNMT3A, DOT1L, EGFR, EP300, EPHA3, EPHA5, ERBB2, ERG, ERRFI1, ESR1, FAM46C, FANCA, FANCD2, FAT1, FGF23, FGFR1, FGFR2, FGFR3, FLT1, FOXP1, FRS2, FUBP1, GATA6, GLI1, GNAS, GRIN2A, GRM3, GSK3B, HGF, HSD3B1, HSP90AA1, IKZF1, IL7R, INHBA, INPP4B, IRS2, JAK1, JAK3, KDM5A, KDM5C, KDM6A, KDR, KEAP1, KEL, KIT, KMT2C, KMT2D, KRAS, LMO1, LRP1B, MAP3K1, MED12, MET, MITF, MRE11A, MSH6, MTOR, MYC, MYCL, NF1, NKX2-1, NOTCH1, NOTCH2, NOTCH3, NTRK1, PAK3, PALB2, PDCD1LG2, PDGFRA, PDGFRB, PIK3C2B, PIK3CA, PIK3CG, PIK3R1, PIK3R2, PMS2, POLD1, POLE, PTCH1, PTEN, RAD50, RANBP2, RARA, RB1, RBM10, RET, RICTOR, ROS1, RPTOR, RUNX1, RUNX1T1, SETD2, SLIT2, SMAD4, SMARCA4, SMO, SOX10, SOX2, SPEN, SPTA1, STAT4, STK11, SUFU, SYK, TBX3, TERT, TET2, TGFBR2, TNFAIP3, TP53, TSC1, TSC2, TSHR, VEGFA, WT1, ZNF703
LUAD	GRCC	GRCC_MOSC3	24	19	APC, BRAF, BRCA2, CTNNB1, EGFR, FBXW7, FGFR4, FLT3, IDH1, KDR, KEAP1, KRAS, MAP3K1, MET, PIK3CA, SMAD4, STK11, TP53, TSC2
LUAD	VICC	VICC_01_SOLIDTUMOR	24	12	ALK, BRAF, EGFR, ERBB2, ESR1, FGFR1, KIT, KRAS, MET, PIK3CA, PTEN, TP53
LUAD	NKI	NKI_TSACP_MISEQ_NGS	21	13	BRAF, CTNNB1, EGFR, ERBB4, GNAS, KDR, KIT, KRAS, NRAS, PDGFRA, SMO, STK11, TP53
LUAD	WAKE	WAKE_CLINICAL_T7	20	73	ABL1, APC, AR, ARID1A, ARID1B, ARID2, ASXL1, ATM, BCORL1, BLM, C11orf30, CD79A, CDC73, CDH1, CDK8, CYLD, DDR2, DOT1L, EP300, EPHA3, EPHB1, ERBB2, ERBB3, FANCD2, GABRA6, GATA1, GATA3, GLI1, GNAS, GPR124, GRM3, HNF1A, IGF1R, IRF4, JAK2, KDM6A, KMT2A, LZTR1, MAP2K4, MED12, MLH1, MSH2, MSH6, MYC, NF1, NSD1, NTRK2, PAK3, PDGFRA, PIK3CA, PIK3CG, PIK3R1, PLCG2, POLD1, PPP2R1A, PREX2, PRKCI, RAD50, RANBP2, RB1, RBM10, RET, RPTOR, SDHA, SLIT2, SMARCA4, SMO, SPEN, STAG2, STK11, TGFBR2, TSC2, WISP3
LUAD	MDA	MDA_409_V1	13	44	ABL2, APC, ATM, ATR, BAI3, BRAF, BTK, CCNE1, CDH20, CDH5, CSMD3, DCC, EGFR, EPHA7, ERG, ETV1, FANCD2, FBXW7, FLI1, GNAS, ICK, IKBKB, ITGA9, ITGB3, JAK3, KDR, KIT, KMT2C, KRAS, LRP1B, MPL, PIK3C2B, PIK3CG, POT1, PTPRD, PTPRT, SETD2, SMAD2, TAF1L, TP53, TPR, TSHR, UGT1A8, USP9X
LUAD	VICC	VICC_01_T5A	12	71	ABL1, AMER1, APC, ASXL1, ATM, ATR, BCL2L2, BCOR, BRAF, BRCA2, CARD11, CCND3, CD79A, CDC73, CDH1, CDK12, CDKN2A, CHEK1, CIC, EGFR, EPHB1, ERBB2, ERG, FANCD2, FANCF, FANCG, FANCL, FGF19, FLT3, FLT4, GNAS, GRIN2A, HGF, INHBA, IRF4, IRS2, JAK1, JAK2, JAK3, KAT6A, KDM5C, KEAP1, KIT, KMT2A, KMT2D, KRAS, LRP1B, MCL1, MDM4, MET, MYCN, NF2, NKX2-1, NTRK3, PDGFRA, PDGFRB, PIK3CA, PPP2R1A, PRKDC, RICTOR, SETD2, SMARCA4, SMO, SPEN, SRC, STK11, TET2, TNFAIP3, TP53, VHL, ZNF217
LUAD	MDA	MDA_50_V1	12	6	BRAF, EGFR, GNAS, KIT, KRAS, TP53
LUAD	GRCC	GRCC_CHP2	6	6	BRAF, CDKN2A, EGFR, KRAS, PIK3CA, TP53
LUAD	MDA	MDA_46_V1	6	5	EGFR, KRAS, MET, STK11, TP53
MM	DFCI	DFCI_ONCOPANEL_3	43	166	AKT3, AL161450.1, ALK, ARHGEF12, ARID1A, ARID2, ASXL1, ATM, ATR, ATRX, AURKB, BARD1, BCL2L12, BCL6, BCOR, BMPR1A, BRAF, BRCA1, BRCA2, BRIP1, C17orf70, C19orf40, C1orf86, CARD11, CCND1, CCND2, CD274, CDC73, CDH4, CDK12, CDK6, CDKN1B, CHEK1, CIC, CIITA, COL7A1, CRLF2, CTNNA1, DAXX, DDR2, DICER1, DIS3, DNMT3A, DOCK8, EGFR, EGLN1, ENG, EP300, EPCAM, ERBB4, ERCC2, ERG, ETV1, EWSR1, EXT1, FAH, FAM46C, FAN1, FANCA, FANCC, FANCM, FAT1, FLCN, FLT3, FOXO1, FUS, GALNT12, GBA, GLI2, GNAS, HABP2, HELQ, HFE, IDH1, IKZF1, IL7R, JAK1, KAT6A, KAT6B, KDM5C, KDR, KIT, KLF2, KMT2A, KMT2D, KRAS, MAP2K4, MAP3K1, MBD4, MCL1, MDM4, MECOM, MED12, MGA, MLH1, MPL, MRE11A, MSH2, MSH6, MTOR, MUS81, MYBL1, MYCN, MYD88, NBN, NFKBIE, NKX3-1, NOTCH1, NOTCH2, NOTCH3, NRAS, NRG1, NTRK1, PALB2, PARK2, PDGFRB, PHF1, PIK3C2B, PIK3CA, PIK3R1, POLE, POLQ, PPM1D, PPP2R1A, PRKDC, PTCH1, PTPN14, RAD21, RAD50, RAD51, RAD52, RASA1, RBBP8, RECQL4, ROS1, RPTOR, RSPO2, RUNX1, RUNX1T1, SETD2, SLC34A2, SLX4, SMARCA4, SMARCB1, SMO, SOX9, TAL1, TERT, TET1, TET2, TFE3, TLX3, TMPRSS2, TOPBP1, TP53, TP53BP1, TRAF7, TRIM37, TSC2, TSHR, U2AF1, UBE2T, WRN, XPA, XRCC5, ZNF217
MM	DFCI	DFCI_ONCOPANEL_2	16	54	AR, ARID1B, ASXL1, ATM, BCOR, BMPR1A, BRAF, CDKN2B, CREBBP, CRTC2, CUX1, DDR2, EGFR, EP300, EPHA3, ERBB3, ERCC3, ERCC4, FANCF, FH, FLT4, GATA6, GLI2, GLI3, JAK2, KDM6B, KMT2A, KRAS, MAP3K1, MCL1, MET, MITF, MYD88, NBN, NOTCH1, NRAS, PALB2, PAX5, PHF6, PIK3CA, PRAME, PRPF8, PTCH1, PTPRD, RECQL4, SETD2, SLITRK6, SMO, SQSTM1, TCF3, TCF7L2, TET2, TSC2, ZRSR2
MM	DFCI	DFCI_ONCOPANEL_1	1	4	DNMT3A, FLT4, PRKDC, TET2
MM	MSK	MSK_IMPACT410	1	4	BRAF, CASP8, PIM1, RICTOR
PAAD	MSK	MSK_IMPACT468	306	268	ABL1, ACVR1, AGO2, AKT1, AKT3, ALK, ALOX12B, AMER1, ANKRD11, APC, AR, ARID1A, ARID1B, ARID2, ARID5B, ASXL1, ATM, ATR, ATRX, AXIN1, AXIN2, AXL, B2M, BABAM1, BCL2, BCL6, BCOR, BLM, BRAF, BRCA1, BRCA2, BRD4, BRIP1, CARD11, CARM1, CASP8, CCND2, CD276, CDC73, CDK12, CDK4, CDKN2A, CDKN2C, CEBPA, CHEK1, CIC, CREBBP, CSDE1, CSF1R, CTCF, CTNNB1, CUL3, CXCR4, CYSLTR2, DAXX, DICER1, DIS3, DNMT3A, DNMT3B, DOT1L, DROSHA, E2F3, EED, EGFR, EIF1AX, ELF3, EP300, EPAS1, EPHA5, EPHA7, ERBB2, ERBB3, ERBB4, ERCC5, ERF, ERG, ERRFI1, ETV1, ETV6, FANCA, FAT1, FBXW7, FGF3, FGFR1, FGFR3, FGFR4, FLT1, FLT3, FLT4, FOXA1, FOXL2, FOXP1, FUBP1, GATA1, GATA2, GATA3, GLI1, GNAS, GRIN2A, H3F3A, HIST1H2BD, HIST1H3C, HIST1H3F, HIST1H3G, HNF1A, ICOSLG, IDH2, IGF1R, IGF2, IKZF1, IL7R, INHA, INHBA, INPP4A, INPPL1, INSR, IRF4, IRS2, JAK1, JAK2, JAK3, KDM5A, KDM5C, KDM6A, KDR, KEAP1, KIT, KLF4, KMT2A, KMT2B, KMT2C, KMT2D, KRAS, LATS1, LATS2, LYN, MAP2K2, MAP2K4, MAP3K1, MAP3K13, MAPK3, MAPKAP1, MED12, MEF2B, MEN1, MET, MGA, MPL, MSH3, MSH6, MST1, MTOR, MUTYH, MYC, MYCL, NBN, NCOR1, NF1, NF2, NFE2L2, NFKBIA, NOTCH1, NOTCH3, NOTCH4, NRAS, NTHL1, NTRK1, NTRK2, NTRK3, PAK1, PALB2, PAX5, PBRM1, PDCD1LG2, PDGFRA, PDGFRB, PHOX2B, PIK3C2G, PIK3C3, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PLCG2, PNRC1, POLD1, POLE, PPARG, PPP2R1A, PPP4R2, PPP6C, PREX2, PRKD1, PTCH1, PTEN, PTPRD, PTPRS, PTPRT, RAD21, RAD50, RAD51C, RAD51D, RAD52, RAD54L, RAF1, RARA, RASA1, RB1, RBM10, RET, RHOA, RICTOR, RNF43, ROS1, RPS6KA4, RPS6KB2, RPTOR, RRAGC, RRAS2, RTEL1, RUNX1, RXRA, RYBP, SDHA, SETD2, SF3B1, SLX4, SMAD3, SMAD4, SMARCA4, SMARCD1, SMO, SOS1, SOX17, SOX2, SOX9, SPEN, SPRED1, SRC, STAG2, STK11, STK19, STK40, TBX3, TCF3, TEK, TERT, TET1, TET2, TGFBR1, TGFBR2, TMPRSS2, TOP1, TP53, TP53BP1, TP63, TSC1, TSHR, U2AF1, UPF1, VHL, VTCN1, WT1, YAP1, YES1, ZFHX3
PAAD	MSK	MSK_IMPACT410	272	255	ABL1, AKT1, AKT3, ALK, ALOX12B, AMER1, ANKRD11, APC, AR, ARAF, ARID1A, ARID1B, ARID5B, ASXL1, ASXL2, ATM, ATR, ATRX, AURKA, AXIN1, AXIN2, AXL, B2M, BAP1, BARD1, BBC3, BCL2L1, BCL2L11, BCL6, BCOR, BIRC3, BLM, BRAF, BRCA1, BRCA2, BRD4, BRIP1, BTK, CALR, CARD11, CASP8, CBFB, CBL, CDC73, CDK12, CDK8, CDKN2A, CEBPA, CIC, CREBBP, CTNNB1, CUL3, DDR2, DICER1, DNAJB1, DNMT1, DNMT3A, DNMT3B, EED, EGFL7, EGFR, EIF1AX, EP300, EPHA3, EPHA7, EPHB1, ERBB2, ERBB3, ERBB4, ERCC2, ERCC3, ERCC4, ERCC5, ERG, ERRFI1, ESR1, ETV1, ETV6, FANCA, FAT1, FBXW7, FGF3, FGFR1, FGFR2, FGFR3, FH, FLT1, FLT3, FLT4, FOXA1, FOXP1, FYN, GATA2, GLI1, GNAS, GPS2, GRIN2A, GSK3B, H3F3C, HGF, HIST1H3E, HIST2H3D, HLA-A, HOXB13, ICOSLG, IDH2, IGF1, IGF1R, IGF2, IKBKE, IKZF1, IL7R, INHA, INPP4A, INSR, IRS2, JAK1, JAK2, JAK3, KDM5A, KDM5C, KDM6A, KDR, KEAP1, KLF4, KMT2A, KMT2C, KMT2D, KRAS, LATS1, MALT1, MAP2K2, MAP2K4, MAP3K1, MAP3K13, MAPK3, MDC1, MDM2, MDM4, MED12, MEF2B, MEN1, MGA, MITF, MLH1, MSH2, MSH6, MST1, MTOR, MUTYH, MYD88, NBN, NCOR1, NEGR1, NF1, NF2, NFE2L2, NFKBIA, NKX2-1, NKX3-1, NOTCH1, NOTCH2, NOTCH3, NOTCH4, NSD1, NTRK1, NTRK2, NTRK3, PALB2, PARK2, PAX5, PBRM1, PDGFRA, PDGFRB, PGR, PIK3C2G, PIK3C3, PIK3CA, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIM1, PLCG2, PLK2, POLD1, POLE, PPM1D, PRDM1, PRKAR1A, PTCH1, PTEN, PTPN11, PTPRD, PTPRS, PTPRT, RAD21, RAD50, RAD54L, RAF1, RARA, RASA1, RB1, RBM10, RECQL4, REL, RET, RFWD2, RHOA, RICTOR, RNF43, ROS1, RPS6KB2, RPTOR, RUNX1, SETD2, SF3B1, SH2B3, SMAD2, SMAD3, SMAD4, SMARCA4, SMARCB1, SMO, SOX17, SOX9, SPEN, SPOP, SRC, STAG2, STAT5B, STK11, SUZ12, SYK, TCEB1, TCF3, TERT, TET1, TET2, TGFBR1, TGFBR2, TMPRSS2, TOP1, TP53, TRAF7, TSC1, TSHR, U2AF1, VHL, VTCN1, WT1, XIAP, XPO1, XRCC2, ZFHX3
